,ï»¿Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,age_group
680,1,17,2,9254,1,1,124.0,41,19,38,9,9,123.3,1,0,0,1,0,0,1,0,6,7,6,10.83333333,0,0,6,6,6,10.66666667,0,13.9,-0.3,0.79,Graduate,17-30
681,1,44,1,9238,1,39,140.0,41,1,1,4,6,137.5,0,0,1,1,0,1,1,3,6,7,6,13.14285714,0,2,6,6,6,14.0,0,12.4,0.5,1.79,Graduate,17-30
682,1,18,4,9085,1,1,170.0,1,1,1,4,5,166.6,0,0,1,0,0,1,0,2,5,8,5,14.4,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,Dropout,17-30
683,4,39,1,9238,1,19,133.1,1,37,37,9,10,103.5,0,0,0,0,0,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,41-50
684,4,39,1,9003,1,19,133.1,1,37,37,9,9,110.0,0,0,0,1,1,0,0,6,12,17,7,12.0,0,3,12,19,9,11.22222222,0,15.5,2.8,-4.06,Graduate,41-50
685,2,43,1,9991,0,1,100.0,1,37,37,9,9,128.2,0,0,0,1,1,0,0,6,10,13,9,12.2,0,4,10,12,10,12.8,0,7.6,2.6,0.32,Graduate,41-50
686,1,39,1,9085,1,39,120.0,1,37,37,1,9,137.7,1,0,0,0,1,0,0,3,3,3,3,12.33333333,0,2,2,2,2,11.0,0,12.4,0.5,1.79,Dropout,41-50
687,1,17,3,9500,1,1,133.0,1,38,19,9,8,128.8,1,0,0,1,1,0,0,0,7,8,7,11.8375,0,0,8,9,8,12.48125,0,13.9,-0.3,0.79,Graduate,17-30
688,3,39,1,9991,0,1,120.0,1,37,1,9,2,170.0,0,0,0,1,1,0,0,0,5,5,5,11.8,0,0,5,6,5,14.0,0,9.4,-0.8,-3.12,Graduate,41-50
689,4,39,2,9147,1,19,133.1,1,37,37,9,7,116.4,0,0,1,0,1,0,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,>60
690,4,39,1,9130,1,19,133.1,1,37,38,9,4,100.9,0,0,0,1,1,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,41-50
691,2,43,1,9003,1,1,133.1,1,37,37,9,7,136.0,0,0,0,1,1,0,0,18,19,19,19,12.68421053,0,12,13,13,13,12.38461538,0,15.5,2.8,-4.06,Graduate,41-50
692,1,1,1,9254,1,1,140.0,1,19,19,9,3,130.0,0,0,0,1,1,0,0,0,6,8,6,12.57142857,0,0,6,10,4,13.0,0,12.7,3.7,-1.7,Enrolled,17-30
693,1,39,1,33,1,1,100.0,41,38,37,9,8,100.0,0,0,1,0,1,0,1,0,7,18,3,11.25,0,0,7,7,0,0.0,0,16.2,0.3,-0.92,Dropout,31-40
694,2,39,1,9130,1,19,133.1,1,2,1,2,9,157.0,1,0,0,1,1,0,0,1,5,13,4,14.0,3,1,5,9,4,15.5,2,10.8,1.4,1.74,Graduate,41-50
695,1,1,1,9147,1,1,143.0,1,3,1,5,5,152.1,1,0,1,1,1,0,0,0,5,15,4,13.33333333,0,0,5,6,2,13.5,0,13.9,-0.3,0.79,Dropout,17-30
696,2,1,1,8014,0,1,165.0,1,37,37,0,0,162.9,1,0,0,1,1,0,0,0,6,7,6,13.66666667,0,0,6,6,6,13.66666667,0,7.6,2.6,0.32,Graduate,41-50
697,1,1,1,9254,1,1,154.0,1,3,1,2,1,137.2,0,0,0,1,1,0,0,0,6,12,3,10.0,0,0,6,9,5,10.8,0,15.5,2.8,-4.06,Enrolled,17-30
698,1,44,1,9003,1,39,140.0,1,1,38,9,1,140.0,1,0,0,1,1,0,0,0,6,12,5,12.6,0,0,6,11,6,11.71428571,0,12.4,0.5,1.79,Graduate,17-30
699,1,43,1,9119,1,1,140.0,1,37,38,5,7,146.5,0,0,0,1,1,0,0,0,5,10,3,17.33333333,0,0,5,11,1,17.0,0,13.9,-0.3,0.79,Dropout,31-40
700,1,44,1,9085,1,39,130.0,1,2,2,6,6,130.0,0,0,0,0,1,0,0,2,6,10,5,13.2,0,1,6,21,3,12.0,0,12.4,0.5,1.79,Enrolled,17-30
701,2,39,1,9147,1,19,133.1,1,37,19,9,3,128.0,0,0,0,1,1,0,0,0,5,9,3,14.0,0,0,5,8,3,13.66666667,0,8.9,1.4,3.51,Dropout,41-50
702,1,7,1,9556,1,4,190.0,1,5,5,2,2,190.0,1,0,0,1,1,0,0,4,4,4,4,13.875,0,1,1,1,1,12.5,0,11.1,0.6,2.02,Dropout,41-50
703,2,39,1,9991,0,1,120.0,1,37,37,9,9,133.2,1,0,0,1,1,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,31-40
704,1,39,1,9238,1,12,100.0,1,37,37,9,9,124.3,0,0,0,1,1,0,0,3,9,9,9,13.11111111,0,3,7,7,7,14.85714286,0,10.8,1.4,1.74,Graduate,41-50
705,5,39,1,9991,0,1,120.0,1,37,37,9,9,138.1,0,0,0,1,1,1,0,0,5,8,5,13.0,0,0,5,11,4,13.33333333,2,16.2,0.3,-0.92,Dropout,31-40
706,2,39,1,8014,0,1,133.1,1,19,1,4,8,144.3,0,0,0,1,1,0,0,6,10,10,10,12.5,0,3,7,7,7,12.14285714,0,10.8,1.4,1.74,Graduate,41-50
707,2,39,1,9003,1,1,150.0,1,37,37,9,6,140.0,0,0,0,1,1,0,0,17,18,18,18,14.11111111,0,11,13,13,13,14.23076923,0,15.5,2.8,-4.06,Graduate,51-60
708,2,39,1,9254,1,1,120.0,1,1,19,9,9,148.3,0,0,0,1,1,0,0,6,11,11,11,14.72727273,0,6,9,9,9,15.77777778,0,10.8,1.4,1.74,Graduate,41-50
709,1,39,1,8014,0,1,133.1,1,37,11,9,7,96.0,0,0,1,0,1,0,0,0,6,6,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,41-50
710,2,39,1,9991,0,19,133.1,1,38,38,90,90,121.7,1,0,0,1,1,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,41-50
711,1,39,1,9119,1,1,100.0,1,37,37,9,8,160.0,0,0,1,0,1,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,41-50
712,2,39,1,9085,1,1,133.1,1,37,37,90,90,110.3,0,0,0,1,1,0,0,0,5,7,4,13.5,0,0,5,6,5,11.6,0,7.6,2.6,0.32,Graduate,31-40
713,1,1,1,9500,1,1,143.0,1,3,3,2,2,129.0,0,0,0,1,1,0,0,0,8,8,7,13.10571429,0,0,8,8,7,13.10571429,0,10.8,1.4,1.74,Graduate,17-30
714,2,39,1,9085,1,1,120.0,1,37,37,6,6,150.0,0,0,0,1,1,0,0,0,5,8,5,13.5,2,0,5,5,5,14.4,0,9.4,-0.8,-3.12,Graduate,41-50
715,1,43,1,8014,0,1,161.0,1,19,37,4,10,100.0,0,0,0,1,1,0,0,9,13,18,13,11.84615385,0,9,11,11,11,12.0,0,12.7,3.7,-1.7,Graduate,41-50
716,1,39,1,9130,1,9,133.1,1,34,36,0,90,107.5,0,0,0,1,1,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,17-30
717,4,39,1,9670,1,1,140.0,1,2,1,3,9,170.0,0,0,1,0,1,0,0,0,6,11,3,14.33333333,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,51-60
718,2,42,1,9991,0,6,123.0,1,37,37,9,9,123.0,0,0,0,1,1,0,0,0,5,10,5,15.8,0,0,5,5,5,17.6,0,9.4,-0.8,-3.12,Enrolled,31-40
719,1,43,1,9670,1,1,142.0,1,38,1,8,10,138.5,1,0,0,1,1,0,0,0,6,16,5,13.8,0,0,6,7,5,12.4,0,13.9,-0.3,0.79,Enrolled,17-30
720,1,43,1,33,1,19,133.1,1,38,38,4,4,140.0,0,0,1,1,1,0,0,3,10,18,6,12.66666667,0,1,9,11,3,12.0,2,16.2,0.3,-0.92,Dropout,31-40
721,1,1,1,9254,1,1,115.0,1,19,1,3,7,113.6,0,0,0,1,1,0,0,0,6,10,6,13.0,0,0,6,9,6,12.0,0,11.1,0.6,2.02,Enrolled,17-30
722,1,1,1,171,1,1,156.0,1,19,38,9,5,170.0,1,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,17-30
723,1,39,1,8014,0,1,140.0,1,37,37,90,5,115.5,0,0,0,0,1,0,0,0,6,6,1,11.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,31-40
724,1,7,3,9130,1,3,130.0,1,37,26,90,10,130.0,0,0,0,0,1,0,0,0,5,9,0,0.0,4,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout,41-50
725,4,7,1,9500,1,3,140.0,1,37,38,9,7,140.0,0,0,0,1,1,0,0,4,7,7,7,15.2,0,6,8,8,8,16.575,0,13.9,-0.3,0.79,Graduate,51-60
726,1,51,1,9670,1,1,140.0,1,12,5,3,3,126.6,0,0,0,1,1,0,0,2,6,7,6,14.42857143,0,1,7,8,7,14.375,0,11.1,0.6,2.02,Graduate,17-30
727,1,39,1,9991,0,1,133.1,1,37,37,9,9,143.2,0,0,0,1,1,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout,31-40
728,1,1,2,171,1,1,131.0,41,19,1,4,7,131.4,1,0,0,1,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,17-30
729,1,43,1,9670,1,1,141.0,1,3,2,2,2,133.3,1,0,0,1,1,0,0,0,6,13,4,13.75,0,0,6,8,5,11.2,0,13.9,-0.3,0.79,Enrolled,17-30
730,1,1,1,9773,1,1,120.0,1,19,37,9,9,118.3,0,0,1,0,1,1,0,0,6,11,5,12.16666667,0,0,6,15,3,12.0,0,13.9,-0.3,0.79,Dropout,17-30
731,1,44,1,9003,1,39,140.0,1,2,1,4,6,140.0,0,0,0,1,1,0,0,0,6,12,5,12.14285714,0,0,6,11,5,11.66666667,0,13.9,-0.3,0.79,Graduate,17-30
732,1,1,1,9254,1,1,132.0,1,1,19,6,6,124.7,1,0,0,1,1,0,0,0,6,9,6,12.0,0,0,6,8,5,11.6,0,13.9,-0.3,0.79,Graduate,17-30
733,2,39,2,9147,1,1,130.0,1,19,37,4,7,140.0,0,0,0,1,1,0,0,0,5,10,3,11.66666667,1,0,5,7,4,12.75,0,9.4,-0.8,-3.12,Graduate,31-40
734,4,39,1,9130,1,1,140.0,1,37,37,6,7,150.0,1,0,0,1,1,0,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,31-40
735,1,17,2,9670,1,1,110.0,1,3,3,4,10,115.6,1,0,0,1,1,0,0,0,6,10,6,11.875,0,0,6,8,5,12.0,0,11.1,0.6,2.02,Graduate,17-30
736,1,43,1,9773,1,1,140.0,1,3,37,3,7,116.9,0,0,0,1,1,0,0,6,11,15,7,11.28571429,0,5,7,10,6,12.33333333,0,13.9,-0.3,0.79,Enrolled,31-40
737,1,17,2,9254,1,1,130.0,1,37,37,5,7,123.4,1,0,0,1,1,0,0,0,6,17,2,10.0,0,0,6,15,3,11.33333333,0,7.6,2.6,0.32,Dropout,17-30
738,1,1,1,171,1,1,137.0,1,1,3,3,7,146.5,1,0,1,1,1,0,0,6,12,13,11,12.0,0,4,11,15,10,11.18181818,0,8.9,1.4,3.51,Enrolled,17-30
739,1,51,1,9773,1,1,158.0,1,1,19,8,8,117.1,1,0,0,1,1,0,0,1,7,7,6,13.83333333,0,1,6,7,5,13.0,0,8.9,1.4,3.51,Dropout,17-30
740,1,1,1,9070,1,1,124.0,1,19,19,9,7,113.9,1,0,0,1,1,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,17-30
741,1,1,1,9254,1,1,136.0,1,3,3,2,2,128.7,0,0,0,1,1,0,0,0,6,7,6,14.42857143,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate,17-30
742,1,17,3,9500,1,1,142.0,1,3,3,3,3,132.9,1,0,0,1,1,0,0,0,7,8,5,14.2,0,0,7,9,6,12.4,0,12.4,0.5,1.79,Dropout,17-30
743,1,39,1,9991,0,1,150.0,1,1,19,4,8,123.0,0,0,0,1,1,0,0,0,5,8,4,11.5,0,0,5,9,3,10.33333333,0,12.7,3.7,-1.7,Dropout,17-30
744,1,39,1,9773,1,12,120.0,1,1,1,9,9,129.8,1,0,0,1,1,0,0,0,6,7,5,13.0,0,0,6,6,6,15.0,0,9.4,-0.8,-3.12,Graduate,51-60
745,2,43,1,9003,1,1,149.0,1,1,1,4,5,156.1,1,0,0,0,1,0,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout,17-30
746,1,51,1,9003,1,39,130.0,1,1,19,4,4,120.0,1,0,1,0,1,0,0,0,6,12,3,11.33333333,0,0,6,13,2,11.0,0,8.9,1.4,3.51,Dropout,17-30
747,1,43,1,9085,1,1,110.0,25,38,38,9,6,117.2,1,0,0,1,1,0,1,13,18,45,18,12.5,12,10,13,26,12,11.42857143,6,15.5,2.8,-4.06,Graduate,17-30
748,1,39,1,9670,1,6,133.1,1,1,1,90,3,107.0,1,0,0,1,1,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,17-30
749,1,1,2,9500,1,1,134.0,1,1,1,5,3,128.4,1,0,0,1,0,0,0,0,7,7,7,13.47142857,0,0,8,9,8,13.94444444,0,16.2,0.3,-0.92,Graduate,17-30
750,1,1,2,9670,1,1,130.0,1,38,37,5,5,123.4,1,0,0,1,0,0,0,0,5,5,4,11.75,0,0,5,5,3,13.33333333,0,9.4,-0.8,-3.12,Graduate,17-30
751,1,1,1,9070,1,1,141.0,1,37,37,9,9,126.7,1,0,1,1,0,1,0,0,6,9,6,13.33333333,0,0,6,10,6,14.66666667,0,12.7,3.7,-1.7,Graduate,17-30
752,1,42,1,9500,1,1,123.0,1,37,37,3,3,123.0,1,0,0,1,0,1,0,0,8,8,8,13.105,0,0,8,8,8,13.105,0,9.4,-0.8,-3.12,Graduate,17-30
753,2,39,1,9991,0,19,133.1,1,19,37,7,9,137.2,0,0,1,0,0,0,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout,31-40
754,1,1,3,9070,1,1,122.0,1,37,37,9,9,125.9,1,0,0,1,1,1,0,0,6,6,6,15.5,0,0,6,7,6,12.16666667,0,12.4,0.5,1.79,Graduate,17-30
755,1,1,4,171,1,1,132.0,1,1,19,4,5,138.0,1,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,17-30
756,1,15,1,9670,1,1,133.1,41,1,1,9,5,128.2,0,0,1,0,1,0,1,0,6,6,4,11.25,0,0,6,7,3,12.33333333,0,8.9,1.4,3.51,Dropout,17-30
757,1,43,1,9991,0,1,130.0,1,37,2,9,4,126.5,1,0,0,0,1,0,0,10,15,24,12,11.0,0,10,14,21,11,11.36363636,1,7.6,2.6,0.32,Dropout,17-30
758,1,1,1,9254,1,1,111.0,1,1,1,3,3,112.4,1,0,0,1,1,0,0,0,6,10,6,12.33333333,0,0,6,9,4,13.0,0,12.4,0.5,1.79,Graduate,17-30
759,2,43,2,9147,1,1,133.1,1,37,37,9,9,109.0,1,0,0,1,0,0,0,4,9,18,8,11.375,2,0,5,11,5,11.8,0,9.4,-0.8,-3.12,Graduate,41-50
760,1,17,1,9003,1,1,125.0,1,3,3,2,2,100.0,0,0,0,1,1,0,0,16,18,19,18,12.22222222,0,9,12,15,12,12.38461538,0,15.5,2.8,-4.06,Graduate,17-30
761,1,5,1,171,1,1,137.0,1,3,19,1,10,144.7,1,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Enrolled,17-30
762,2,43,3,8014,0,19,100.0,1,37,37,9,9,120.0,1,0,0,1,1,0,0,5,9,11,9,12.0,0,3,7,8,6,12.0,0,9.4,-0.8,-3.12,Graduate,41-50
763,1,15,1,9147,1,1,133.1,21,1,3,192,3,100.0,0,0,1,1,1,0,1,0,5,10,1,11.0,0,0,5,10,1,10.0,0,11.1,0.6,2.02,Enrolled,31-40
764,2,44,1,8014,0,39,150.0,1,1,1,5,5,154.0,0,0,0,1,1,0,0,12,16,17,16,14.125,0,6,11,14,10,13.0,0,12.4,0.5,1.79,Graduate,31-40
765,1,1,4,9147,1,1,120.0,1,38,38,5,10,111.3,0,0,0,1,1,0,0,0,5,8,5,10.2,0,0,5,7,5,11.2,0,12.4,0.5,1.79,Enrolled,17-30
766,1,44,1,9130,1,39,150.0,1,1,1,4,4,150.0,1,0,0,1,0,0,0,0,5,7,4,12.0,1,0,5,6,4,12.4,0,10.8,1.4,1.74,Enrolled,17-30
767,1,7,1,9991,0,40,133.1,1,1,37,4,1,100.0,0,0,0,1,0,0,0,8,9,11,9,12.33333333,0,4,7,7,7,12.57142857,0,12.4,0.5,1.79,Graduate,17-30
768,2,39,1,8014,0,1,133.1,1,37,37,9,7,162.5,0,0,0,1,1,0,0,4,9,9,9,14.33333333,0,2,7,7,7,13.85714286,0,8.9,1.4,3.51,Graduate,51-60
769,1,17,5,9670,1,1,132.0,1,19,19,5,5,134.1,1,0,0,1,1,0,0,0,6,6,6,15.16666667,0,0,6,9,6,14.0,0,10.8,1.4,1.74,Graduate,17-30
770,1,1,1,9085,1,1,134.0,1,1,1,9,9,133.0,1,0,0,1,0,1,0,0,6,8,6,15.14285714,0,0,6,8,6,15.14285714,0,11.1,0.6,2.02,Graduate,17-30
771,1,17,6,9773,1,1,126.0,1,1,19,5,5,119.0,1,0,0,1,0,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,17-30
772,1,1,3,9500,1,1,136.0,1,1,19,4,9,131.1,1,0,0,1,0,0,0,0,7,9,6,13.41142857,0,0,8,12,7,13.29444444,0,15.5,2.8,-4.06,Enrolled,17-30
773,1,1,2,9238,1,1,129.0,1,38,1,4,10,129.4,1,0,0,1,0,0,0,0,6,7,6,12.33333333,0,0,6,7,6,12.16666667,0,9.4,-0.8,-3.12,Graduate,17-30
774,1,1,1,9085,1,1,126.0,1,3,1,2,8,123.9,1,0,0,1,0,0,0,0,6,13,4,11.8,0,0,6,18,4,12.2,0,12.4,0.5,1.79,Enrolled,17-30
775,1,44,1,9085,1,39,140.0,1,1,1,4,7,140.0,1,0,1,1,0,0,0,2,6,9,6,12.0,0,1,6,12,3,12.0,0,13.9,-0.3,0.79,Dropout,17-30
776,1,43,1,9085,1,1,162.0,1,2,1,4,4,162.0,0,0,0,1,0,0,0,0,6,7,6,15.0,0,0,6,8,6,15.625,0,12.4,0.5,1.79,Graduate,17-30
777,1,1,1,171,1,1,148.0,1,3,2,4,2,131.6,1,0,0,1,0,0,0,6,12,12,8,13.875,0,4,11,13,9,12.7,1,8.9,1.4,3.51,Dropout,17-30
778,1,17,1,9853,1,1,119.0,1,3,3,132,132,110.6,0,0,0,1,0,0,0,0,7,9,6,11.83333333,0,0,7,7,6,14.33333333,0,11.1,0.6,2.02,Enrolled,17-30
779,1,17,3,9773,1,1,123.0,1,1,19,5,5,117.4,1,0,0,1,0,1,0,0,6,6,6,12.5,0,0,6,6,6,13.83333333,0,16.2,0.3,-0.92,Graduate,17-30
780,1,17,1,9773,1,1,150.0,1,38,38,7,7,137.8,1,0,0,1,0,1,0,0,6,6,6,15.0,0,0,6,6,6,15.5,0,8.9,1.4,3.51,Graduate,17-30
781,1,17,1,9670,1,1,113.0,1,1,1,5,4,106.7,1,0,1,1,0,0,0,0,6,10,2,11.66666667,0,0,6,10,4,10.5,0,15.5,2.8,-4.06,Dropout,17-30
782,1,1,1,9500,1,1,152.0,1,19,37,3,8,156.9,0,0,0,1,0,1,0,0,7,10,7,14.668,0,0,8,8,8,14.63375,0,15.5,2.8,-4.06,Graduate,17-30
783,1,1,3,9500,1,1,154.0,1,3,3,1,3,129.0,1,0,0,1,0,0,0,0,8,9,6,13.345,2,0,8,9,6,13.345,2,9.4,-0.8,-3.12,Enrolled,17-30
784,1,1,2,9773,1,1,130.0,1,1,34,9,9,124.8,1,0,0,1,0,1,0,0,6,7,5,12.8,0,0,6,6,6,12.33333333,0,12.4,0.5,1.79,Graduate,17-30
785,1,1,1,9238,1,1,121.0,1,1,1,1,1,115.1,1,0,0,1,0,0,0,0,6,10,6,10.83333333,0,0,6,7,6,12.14285714,0,11.1,0.6,2.02,Graduate,17-30
786,1,1,1,9070,1,1,153.0,1,3,3,1,2,146.7,1,0,0,1,0,0,0,0,6,6,6,13.66666667,0,0,6,6,5,14.0,0,12.7,3.7,-1.7,Graduate,17-30
787,1,1,1,9500,1,1,148.0,1,3,1,4,5,132.8,0,0,0,1,0,0,0,0,8,8,7,14.53714286,0,0,8,8,7,14.53714286,0,10.8,1.4,1.74,Graduate,17-30
788,1,5,3,9085,1,1,143.0,1,37,37,0,90,159.1,0,0,1,1,0,1,0,0,5,5,5,14.4,0,0,5,5,5,14.0,0,7.6,2.6,0.32,Dropout,17-30
789,1,17,3,171,1,1,147.0,1,19,1,5,4,137.6,1,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,17-30
790,1,17,1,9773,1,1,138.0,1,1,19,9,9,124.0,0,0,0,1,0,1,0,0,6,6,6,13.16666667,0,0,6,6,6,13.83333333,0,11.1,0.6,2.02,Graduate,17-30
791,1,39,1,9500,1,1,120.0,1,3,3,2,2,149.0,0,0,0,0,1,0,0,0,6,15,2,11.5,0,0,7,9,0,0.0,0,15.5,2.8,-4.06,Dropout,31-40
792,1,17,1,9238,1,1,145.0,1,1,40,9,2,129.6,0,0,0,1,0,1,0,0,6,7,6,11.33333333,0,0,6,7,6,12.42857143,0,11.1,0.6,2.02,Graduate,17-30
793,1,17,3,9238,1,1,118.0,1,3,1,2,5,110.0,1,0,0,1,0,0,0,0,6,6,6,12.0,0,0,6,6,5,13.6,0,8.9,1.4,3.51,Graduate,17-30
794,1,1,3,9773,1,1,121.0,1,19,19,3,3,116.1,0,0,0,1,0,1,0,0,6,6,6,13.16666667,0,0,6,6,6,12.16666667,0,12.4,0.5,1.79,Graduate,17-30
795,1,1,3,9773,1,1,135.0,1,38,38,5,8,133.3,1,0,0,1,0,1,0,0,6,6,6,14.83333333,0,0,6,6,6,14.16666667,0,8.9,1.4,3.51,Graduate,17-30
796,1,44,1,9070,1,1,140.0,1,1,1,9,8,144.3,1,0,0,1,0,0,0,2,7,7,7,13.0,0,5,9,9,9,13.22222222,0,12.4,0.5,1.79,Graduate,17-30
797,1,18,3,9500,1,1,145.0,1,1,1,4,8,133.6,1,0,0,1,0,0,0,0,7,8,7,13.08714286,0,0,8,8,8,12.95,0,11.1,0.6,2.02,Graduate,17-30
798,1,1,1,9130,1,1,133.0,1,1,37,9,9,123.2,1,0,0,1,0,1,0,0,6,8,6,13.33333333,0,0,6,7,6,13.66666667,0,8.9,1.4,3.51,Graduate,17-30
799,1,1,1,9853,1,1,127.0,1,3,1,3,7,137.2,1,0,0,1,0,0,0,0,6,7,6,12.16666667,0,0,6,10,4,12.75,0,10.8,1.4,1.74,Enrolled,17-30
800,1,53,1,9070,1,42,130.0,1,40,19,3,5,130.0,1,0,0,0,0,1,0,0,6,8,6,11.0,0,0,6,10,4,12.0,0,8.9,1.4,3.51,Enrolled,17-30
801,1,1,2,9238,1,1,117.0,1,19,1,9,8,110.0,1,0,1,0,0,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,17-30
802,1,17,4,9147,1,1,125.0,1,19,19,5,5,118.0,1,0,0,1,0,0,0,0,5,7,5,13.6,0,0,5,6,5,12.2,0,8.9,1.4,3.51,Graduate,17-30
803,1,1,1,9773,1,1,141.0,1,38,38,9,9,128.4,1,0,0,1,0,0,0,0,6,6,6,15.5,0,0,6,6,6,14.0,0,11.1,0.6,2.02,Graduate,17-30
804,1,1,3,9853,1,1,122.0,1,1,3,5,3,113.6,0,0,0,1,0,0,0,0,7,7,7,13.85714286,0,0,7,7,7,14.28571429,0,11.1,0.6,2.02,Graduate,17-30
805,1,17,2,9147,1,1,118.0,1,19,1,9,3,113.5,1,0,1,1,0,0,0,0,5,10,2,11.5,0,0,5,8,3,10.0,0,11.1,0.6,2.02,Enrolled,17-30
806,1,17,3,9070,1,1,142.0,1,1,38,3,5,146.9,1,0,0,1,0,1,0,0,6,6,6,13.0,0,0,6,6,6,12.16666667,0,16.2,0.3,-0.92,Graduate,17-30
807,1,1,1,9130,1,1,143.0,1,3,3,2,10,141.3,0,0,1,0,0,0,0,0,6,10,6,14.0,0,0,6,11,4,13.0,0,11.1,0.6,2.02,Enrolled,17-30
808,1,1,4,9773,1,1,143.0,1,1,3,4,7,129.7,1,0,0,1,0,0,0,0,4,4,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,17-30
809,1,1,5,9070,1,1,123.0,1,3,1,9,3,121.3,1,0,0,1,0,0,0,0,6,6,6,11.16666667,0,0,6,9,6,11.5,0,12.4,0.5,1.79,Enrolled,17-30
810,1,1,1,9238,1,1,115.0,1,1,1,9,4,109.1,1,0,1,0,0,1,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,17-30
811,1,17,2,9853,1,1,112.0,1,19,38,5,7,107.1,1,0,0,1,0,1,0,0,7,8,7,12.14285714,0,0,7,9,6,13.66666667,0,11.1,0.6,2.02,Graduate,17-30
812,1,17,1,9500,1,1,135.0,1,19,38,9,9,129.2,0,0,0,1,0,1,0,0,7,7,7,14.14571429,0,0,8,9,8,13.62777778,0,11.1,0.6,2.02,Graduate,17-30
813,1,1,1,9500,1,1,162.0,1,3,4,3,3,154.1,0,0,0,1,0,0,0,0,7,7,7,14.45,0,0,8,9,8,14.14444444,0,11.1,0.6,2.02,Graduate,17-30
814,1,1,1,9853,1,1,143.0,1,19,3,4,4,147.2,0,0,0,1,0,0,0,0,7,7,7,15.71428571,0,0,7,7,7,15.0,0,11.1,0.6,2.02,Graduate,17-30
815,1,51,1,9147,1,1,130.0,1,1,1,4,4,120.0,0,0,0,1,0,0,0,0,5,9,5,12.8,0,0,5,11,3,12.66666667,0,11.1,0.6,2.02,Enrolled,17-30
816,1,17,1,9070,1,1,136.0,1,1,37,4,5,130.8,0,0,0,1,0,0,0,0,6,6,6,12.5,0,0,6,8,6,11.5,0,10.8,1.4,1.74,Enrolled,17-30
817,1,16,1,9070,1,1,125.0,1,1,1,4,4,120.8,1,0,0,1,0,0,0,0,6,6,6,14.5,0,0,6,6,6,12.83333333,0,12.4,0.5,1.79,Graduate,17-30
818,1,17,2,9500,1,1,132.0,1,19,37,3,5,125.4,1,0,0,0,0,1,0,0,7,7,7,13.46285714,0,0,8,10,7,13.16428571,0,11.1,0.6,2.02,Enrolled,17-30
